id,name,price,sold,rating
5341,Ultimus,367242,135087,4.01
5342,Primebook,495819,631588,2.56
5343,Asus,565285,166133,2.51
5344,Chuwi,53289,321583,2.31
5345,Dell,219079,574826,3.24
5346,Huawei,176993,23067,1.59
5347,Gigabyte,69944,617967,2.71
5348,AXL,590340,46804,3.3
5349,Jio,125049,969438,1.75
5350,Acer,90781,866531,2.08
5351,Fujitsu,298797,824539,1.92
5352,Ultimus,16842,130500,4.43
5353,Ultimus,305044,635201,2.07
5354,Chuwi,579237,657498,3.1
5355,HP,335734,640506,1.4
5356,Colorful,431099,549055,1.92
5357,Jio,22928,860431,2.46
5358,Asus,45888,273271,4.67
5359,Samsung,413659,382063,1.57
5360,Asus,247933,294296,4.23
5361,MSI,529972,631985,4.99
5362,Walker,527543,226848,2.96
5363,Honor,376402,783244,2.53
5364,Walker,449321,27741,3.39
5365,LG,198565,687526,3.9
5366,Wings,45327,553996,2.74
5367,MSI,189425,928409,2.33
5368,Microsoft,81926,416591,1.66
5369,Lenovo,319881,173762,2.36
5370,Primebook,405902,362099,1.42
5371,Colorful,93998,850197,1.43
5372,Microsoft,164885,525900,1.58
5373,Xiaomi,64417,708523,1.6
5374,Razer,535593,589579,2.42
5375,Walker,307241,463445,1.72
5376,Apple,299933,644030,4.95
5377,Gigabyte,267235,659916,3.53
5378,Xiaomi,573135,120922,2.98
5379,Ultimus,473935,583436,2.43
5380,Razer,234693,597057,3.85
5381,Wings,479694,599797,3.97
5382,Razer,573359,220527,3.26
5383,Colorful,242843,107203,4.61
5384,Gigabyte,470915,56636,2.12
5385,HP,87301,82897,2.01
5386,Samsung,58520,488235,1.64
5387,Walker,430157,665695,1.53
5388,Tecno,223347,986350,1.72
5389,Tecno,186368,381808,3.9
5390,ASUS,165996,582273,4.62
5391,Gigabyte,576774,386654,4.55
5392,Jio,396121,241521,4.9
5393,Tecno,316756,458246,4.68
5394,Fujitsu,29676,596813,1.78
5395,Wings,209477,124060,2.82
5396,Asus,563376,928972,4.43
5397,Razer,8094,422350,3.74
5398,Ninkear,429874,872203,2.28
5399,HP,415844,752735,1.43
5400,Walker,455136,824994,1.19
5401,Microsoft,393305,948540,3.68
5402,Ultimus,386063,117773,4.65
5403,AXL,486735,916713,1.36
5404,Ultimus,455410,413376,3.05
5405,HP,216480,716279,1.12
5406,HP,467629,764232,4.06
5407,Apple,367023,174674,2.52
5408,Honor,308831,46473,3.05
5409,Ninkear,440458,734703,3.94
5410,Xiaomi,353907,689280,3.48
5411,LG,336928,232958,3.99
5412,Huawei,515042,669984,3.77
5413,Huawei,534972,224663,1.07
5414,Jio,381470,386185,2.85
5415,Samsung,569657,466908,4.91
5416,Xiaomi,432736,108230,3.42
5417,MSI,467787,333078,3.06
5418,HP,545900,418527,3.19
5419,Primebook,331876,452279,2.7
5420,Avita,470666,612150,3.92
5421,Tecno,481005,823409,3.89
5422,ASUS,306946,789378,3.59
5423,Huawei,52716,441518,1.03
5424,Apple,123242,494469,3.04
5425,Infinix,56901,111459,4.95
5426,Walker,218767,476918,2.41
5427,AXL,467512,566821,1.54
5428,LG,51469,744548,4.3
5429,Tecno,69575,372681,3.75
5430,Jio,146596,720676,4.03
5431,HP,358015,180113,2.29
5432,Samsung,35894,844797,4.29
5433,Lenovo,283412,401719,3.59
5434,Samsung,277627,866232,2.61
5435,Apple,344102,679661,3.0
5436,Microsoft,312507,110072,4.27
5437,Gigabyte,361797,374540,3.7
5438,Asus,293526,739301,3.05
5439,Apple,34632,544632,3.2
5440,Infinix,109824,441035,4.26
5441,AXL,361649,525304,3.4
5442,Infinix,535614,594959,4.06
5443,Samsung,358463,715026,1.75
5444,Acer,232649,592248,1.88
5445,Acer,403487,836084,2.93
5446,Huawei,371183,583615,4.62
5447,AXL,32261,463764,1.49
5448,Primebook,520811,346809,3.85
5449,Ultimus,476400,819661,1.28
5450,Honor,181692,503045,2.31
5451,Ultimus,116875,868661,2.2
5452,Tecno,104859,738604,1.09
5453,Zebronics,256420,15561,4.85
5454,HP,324308,74361,1.43
5455,Avita,538533,718162,2.75
5456,Fujitsu,114909,557320,3.2
5457,iBall,227980,7092,4.13
5458,Zebronics,274722,270675,4.1
5459,iBall,114589,35239,2.65
5460,Razer,325068,989716,1.34
5461,Xiaomi,185053,364925,2.16
5462,Walker,119150,86508,4.85
5463,Microsoft,228899,56255,2.8
5464,Honor,576121,737876,1.22
5465,Apple,596495,672699,4.63
5466,HP,550214,731365,1.56
5467,Razer,488253,163371,3.28
5468,MSI,306969,269270,1.42
5469,Acer,8745,624442,4.37
5470,ASUS,41555,369508,2.59
5471,AXL,19086,176210,3.34
5472,Ninkear,417550,11976,2.31
5473,Fujitsu,486048,255159,2.25
5474,HP,110985,397617,2.14
5475,Walker,332257,95206,4.84
5476,Acer,346636,179493,3.42
5477,Tecno,116233,327726,4.86
5478,Ultimus,11395,608078,2.0
5479,Samsung,416052,536105,1.41
5480,Samsung,436186,461596,3.46
5481,HP,186125,397025,1.67
5482,Zebronics,495805,635472,3.95
5483,Infinix,518333,242028,1.9
5484,MSI,53800,325978,1.76
5485,Microsoft,417663,814535,2.22
5486,LG,575979,515126,4.3
5487,Gigabyte,188450,366836,3.73
5488,Asus,507326,606656,3.0
5489,Primebook,558928,997458,3.86
5490,Acer,498111,498885,4.83
5491,Chuwi,290072,658790,3.9
5492,Dell,109109,98660,2.22
5493,Ultimus,205950,216936,1.41
5494,HP,360890,605969,3.25
5495,Ninkear,134017,59228,2.85
5496,Microsoft,494057,837601,1.79
5497,Acer,162303,627766,1.75
5498,Acer,430399,593103,3.62
5499,Zebronics,553017,259503,1.53
5500,Walker,405927,949633,2.0
5501,Microsoft,315832,330877,4.84
5502,Jio,279531,541473,1.62
5503,Jio,115625,126762,4.99
5504,Honor,149772,99797,3.19
5505,Apple,431253,146283,4.11
5506,Colorful,338171,228486,1.7
5507,AXL,294581,281953,1.07
5508,Apple,597507,61945,4.89
5509,AXL,327807,457553,3.85
5510,Apple,203426,696532,2.06
5511,Lenovo,242676,603271,3.25
5512,Fujitsu,178151,967669,4.26
5513,Ninkear,593323,955233,2.98
5514,Colorful,230937,186791,1.87
5515,Samsung,113132,981310,4.7
5516,Zebronics,298277,332757,2.44
5517,Dell,461839,660372,4.68
5518,Honor,156798,220656,1.84
5519,iBall,315859,494817,1.82
5520,Dell,535562,775309,1.3
5521,Microsoft,316470,803362,2.37
5522,Ultimus,229534,321668,1.12
5523,Ninkear,272743,635029,1.32
5524,Wings,206512,902373,2.4
5525,Lenovo,49167,69455,2.12
5526,iBall,576351,473918,3.52
5527,Chuwi,459323,320437,4.3
5528,iBall,473266,361589,3.22
5529,Gigabyte,403877,463393,4.18
5530,Zebronics,367140,854242,1.65
5531,Ultimus,171115,171595,2.34
5532,Zebronics,224013,390473,4.09
5533,Tecno,177455,294918,3.05
5534,Jio,304646,474391,2.97
5535,Fujitsu,51320,393091,3.23
5536,LG,137026,398900,4.19
5537,Asus,580670,150359,3.73
5538,Honor,410176,165229,1.15
5539,Dell,255788,796966,2.06
5540,Apple,546618,112272,4.3
5541,Razer,213363,393930,4.69
5542,Microsoft,590087,169567,2.26
5543,Ultimus,405070,742242,3.91
5544,ASUS,484374,415550,5.0
5545,Fujitsu,468637,597636,3.15
5546,Ninkear,70236,612950,1.69
5547,Walker,564812,108957,4.08
5548,Infinix,537230,625366,3.91
5549,Apple,482576,93148,4.31
5550,Zebronics,347774,903957,1.77
5551,Jio,426574,692119,1.33
5552,Primebook,473139,221840,3.01
5553,Honor,515095,494362,1.98
5554,Ultimus,360497,244322,3.75
5555,Asus,424202,107216,3.31
5556,MSI,141874,553458,4.48
5557,LG,573300,663439,4.28
5558,Zebronics,302586,264350,3.18
5559,Walker,570875,11903,1.09
5560,Gigabyte,538852,124249,1.54
5561,Infinix,540236,539998,3.07
5562,Chuwi,302428,557335,4.05
5563,MSI,70919,148934,3.34
5564,Fujitsu,10983,783119,1.65
5565,Wings,238230,951989,4.97
5566,Razer,265925,146747,3.69
5567,HP,377000,810400,4.5
5568,Huawei,161296,971679,2.51
5569,Razer,76766,747085,3.16
5570,Ninkear,338877,738777,3.19
5571,Lenovo,132303,265456,4.62
5572,Ninkear,525911,179424,4.65
5573,Ninkear,566592,276657,2.88
5574,Tecno,62634,210554,1.36
5575,Ninkear,359576,819916,2.39
5576,MSI,482198,665528,2.86
5577,MSI,14383,527056,1.67
5578,Fujitsu,339939,447115,1.35
5579,Gigabyte,245396,216294,4.75
5580,Wings,33190,387069,3.39
5581,Apple,135740,950510,1.64
5582,AXL,403822,879621,4.91
5583,Huawei,402375,813003,3.43
5584,Ninkear,576112,230456,3.04
5585,Samsung,566359,750192,1.43
5586,iBall,440690,136494,3.54
5587,Honor,338700,442751,4.4
5588,Microsoft,372806,8034,3.03
5589,Razer,328854,769630,2.21
5590,Apple,331017,170707,3.91
5591,Fujitsu,229550,194846,4.83
5592,Acer,527589,134826,3.36
5593,Zebronics,563382,838871,2.45
5594,Jio,19478,31646,1.64
5595,Acer,134217,547399,3.19
5596,Acer,290422,865723,3.69
5597,Primebook,569004,688146,2.49
5598,Ultimus,328350,535244,3.98
5599,Avita,330085,686035,2.91
5600,Chuwi,361477,938054,2.53
5601,Zebronics,250537,927407,2.46
5602,AXL,281711,418568,1.58
5603,Avita,227018,34354,4.81
5604,Wings,494682,906108,2.83
5605,ASUS,427521,484301,1.93
5606,Fujitsu,287610,512608,4.7
5607,Fujitsu,589154,441674,2.69
5608,Samsung,184901,571014,4.73
5609,MSI,302054,740058,2.12
5610,Ninkear,447618,423252,2.4
5611,AXL,546768,352930,2.38
5612,Wings,289782,992036,2.15
5613,Avita,340517,402175,3.15
5614,Primebook,183717,534108,2.81
5615,Asus,501250,291370,3.74
5616,Walker,281610,351624,2.25
5617,Infinix,308168,115154,1.39
5618,Walker,347362,874365,1.85
5619,Apple,118011,55789,1.76
5620,Samsung,89310,966127,3.74
5621,MSI,397564,648337,2.34
5622,iBall,440646,306281,4.92
5623,Xiaomi,467463,262994,1.22
5624,Acer,439334,848781,3.94
5625,AXL,100310,617744,4.68
5626,Acer,163793,666136,3.42
5627,Infinix,277271,223227,4.53
5628,Infinix,219739,88660,4.28
5629,Xiaomi,145327,186569,2.19
5630,Honor,308833,939465,4.4
5631,MSI,542564,728108,3.46
5632,Ultimus,524401,885046,3.37
5633,MSI,498904,860149,2.73
5634,Ultimus,238453,815441,2.48
5635,Gigabyte,45610,779364,1.52
5636,Jio,384654,963001,1.33
5637,Acer,369101,726277,4.21
5638,Apple,302828,673688,2.02
5639,Colorful,86785,149956,4.79
5640,Avita,227765,837279,4.44
5641,Colorful,223760,765072,3.82
5642,Walker,106599,200842,1.28
5643,Wings,400228,115297,3.23
5644,Walker,381304,655907,3.69
5645,Ninkear,491665,953237,1.61
5646,Wings,49542,257017,3.76
5647,Avita,169122,675195,2.71
5648,Acer,332320,869471,1.2
5649,Jio,45753,392702,4.63
5650,Gigabyte,123482,849607,4.43
5651,Avita,458427,63102,2.29
5652,Jio,496710,670037,3.28
5653,Honor,526020,647822,1.18
5654,Wings,16834,990292,2.65
5655,Dell,258113,817956,1.8
5656,ASUS,329996,837336,3.39
5657,MSI,513297,272832,2.89
5658,Lenovo,569460,258706,2.43
5659,Apple,224376,599346,1.67
5660,Fujitsu,424631,533133,1.44
5661,Chuwi,421097,103936,3.56
5662,Xiaomi,494262,114090,3.47
5663,Chuwi,39768,710244,1.48
5664,AXL,384113,6938,3.21
5665,HP,267033,163384,3.63
5666,ASUS,354528,84334,1.04
5667,Infinix,462890,86546,3.08
5668,MSI,396915,526869,3.88
5669,Primebook,261217,787816,1.43
5670,iBall,288980,556472,1.24
5671,Wings,457203,193097,3.62
5672,MSI,579984,311063,4.04
5673,MSI,585217,149326,1.8
5674,Ninkear,377058,312432,3.78
5675,Walker,36323,625717,3.65
5676,Microsoft,310597,907801,4.13
5677,Lenovo,33401,897551,3.81
5678,LG,486484,852240,3.02
5679,Razer,114812,648564,2.25
5680,Gigabyte,83083,972123,1.94
5681,Samsung,10693,933561,2.44
5682,Wings,107269,763880,1.3
5683,AXL,335895,344280,2.9
5684,LG,564102,758017,3.38
5685,Razer,330496,991692,1.89
5686,HP,322477,125641,2.95
5687,MSI,123595,637752,1.14
5688,Honor,557247,674049,2.51
5689,Tecno,383968,986954,1.95
5690,iBall,520630,582265,1.17
5691,LG,268022,726516,3.85
5692,Ninkear,423552,11467,4.18
5693,Xiaomi,480979,402383,3.11
5694,Razer,287731,7022,2.88
5695,Ultimus,267500,8841,4.72
5696,Colorful,324507,651777,1.36
5697,HP,115559,862905,2.38
5698,Chuwi,298588,348711,4.33
5699,Acer,597897,573387,2.54
5700,Dell,370919,924033,1.68
5701,Apple,11195,237075,4.27
5702,Colorful,415788,440249,2.14
5703,Colorful,75961,908367,4.83
5704,AXL,406109,549578,1.71
5705,Colorful,89633,692973,3.86
5706,Honor,152294,509800,2.67
5707,iBall,370344,33163,1.22
5708,Walker,403691,714159,4.75
5709,Infinix,444977,146589,4.29
5710,ASUS,520406,543624,3.64
5711,Razer,400829,833267,3.62
5712,AXL,214639,808815,3.71
5713,Walker,271784,879053,2.58
5714,Honor,164995,259698,2.89
5715,Infinix,206231,390254,4.04
5716,ASUS,221620,780200,3.47
5717,MSI,346087,408511,1.95
5718,AXL,34501,305943,1.75
5719,Primebook,155879,74690,2.54
5720,AXL,439330,687251,4.67
5721,Chuwi,392528,846746,4.03
5722,Razer,476327,53817,3.3
5723,Dell,72990,634430,3.07
5724,Zebronics,166398,969518,4.45
5725,Razer,306092,341763,2.04
5726,Razer,304769,375457,2.35
5727,Wings,261744,231506,3.79
5728,Wings,332251,744027,4.37
5729,Xiaomi,564037,23581,1.39
5730,Acer,544012,940867,1.1
5731,Walker,46896,372849,3.61
5732,Ninkear,493521,587969,2.78
5733,Samsung,572667,677494,3.02
5734,HP,561852,685286,4.44
5735,Microsoft,489276,746536,2.06
5736,LG,102725,137931,4.03
5737,Honor,110884,223223,3.27
5738,Ninkear,545809,755127,3.58
5739,Jio,598607,143622,4.61
5740,Primebook,491641,324995,2.79
5741,Gigabyte,383560,425107,2.64
5742,Asus,103645,148722,2.3
5743,Chuwi,101359,592897,1.22
5744,Xiaomi,156715,64727,3.65
5745,Walker,316339,966835,4.77
5746,Ninkear,186532,432178,2.96
5747,LG,399635,740970,3.19
5748,Primebook,533918,721603,1.02
5749,Zebronics,579948,877155,1.92
5750,Honor,550929,442593,2.54
5751,Acer,180950,767246,2.29
5752,Razer,318752,612794,2.61
5753,ASUS,554018,653704,3.46
5754,iBall,80256,26117,4.43
5755,Walker,134143,506436,2.51
5756,Dell,183247,476147,1.45
5757,Chuwi,100908,985001,4.04
5758,Honor,297848,747671,1.64
5759,ASUS,118032,232959,4.08
5760,LG,269046,406069,1.66
5761,Ninkear,263271,98478,2.28
5762,Avita,103246,625768,1.4
5763,Dell,211200,98488,1.59
5764,LG,521184,902862,4.96
5765,Acer,584058,139257,1.37
5766,Infinix,492511,582348,3.47
5767,MSI,84843,298839,3.9
5768,Jio,567688,561539,3.62
5769,iBall,569865,474086,4.1
5770,Dell,485206,7655,3.0
5771,Asus,186279,305844,4.95
5772,Microsoft,12326,156874,2.19
5773,iBall,315719,17084,1.1
5774,Fujitsu,445104,617451,2.47
5775,Razer,315050,845457,2.94
5776,Tecno,115929,545135,4.03
5777,Chuwi,428877,354852,2.3
5778,Walker,112502,88656,4.45
5779,Dell,572352,615394,3.56
5780,Honor,566679,104938,3.36
5781,Chuwi,354880,349197,3.66
5782,Colorful,271356,457092,1.98
5783,Lenovo,168451,823440,1.31
5784,Wings,206667,87173,4.57
5785,Zebronics,77025,879845,4.78
5786,Xiaomi,392451,553425,2.98
5787,MSI,411138,511712,1.82
5788,Xiaomi,150554,996627,2.69
5789,Tecno,266846,663563,3.17
5790,Jio,34721,35636,4.69
5791,MSI,33912,711579,4.19
5792,iBall,494311,266039,4.05
5793,Acer,504187,308772,3.32
5794,Chuwi,286620,260001,1.3
5795,Acer,568834,687098,4.56
5796,Apple,143449,166249,4.98
5797,Dell,68204,889811,4.0
5798,Huawei,48973,35316,3.85
5799,Huawei,218024,208489,2.81
5800,AXL,582567,745068,1.78
5801,MSI,130033,56672,1.62
5802,Fujitsu,403410,724598,3.66
5803,Ultimus,549750,784313,1.12
5804,Ultimus,204148,342563,4.73
5805,Ninkear,231299,258664,1.88
5806,Fujitsu,159645,150228,1.31
5807,Ultimus,218783,65938,1.69
5808,Avita,500757,908810,1.74
5809,Chuwi,560332,628024,1.22
5810,Avita,298092,969090,2.78
5811,Zebronics,247734,941725,3.28
5812,Ultimus,197705,738700,2.93
5813,Razer,53252,811716,3.41
5814,Honor,390511,922507,1.99
5815,Chuwi,552374,790157,4.62
5816,HP,438111,133220,2.54
5817,Walker,254058,910311,2.89
5818,Huawei,208836,910132,3.0
5819,iBall,381279,430046,1.92
5820,Avita,367662,177334,2.93
5821,Jio,347489,566143,2.27
5822,Huawei,514478,321242,2.47
5823,Asus,467956,232146,2.75
5824,AXL,206436,83484,4.04
5825,Wings,596643,292868,2.88
5826,HP,119482,626397,1.57
5827,Razer,223198,832371,4.56
5828,Jio,99845,228192,3.01
5829,Microsoft,322482,802934,2.94
5830,Apple,64424,182996,2.46
5831,Chuwi,79239,257871,3.86
5832,Honor,415661,747671,2.26
5833,Acer,252781,113224,3.18
5834,ASUS,316701,672464,4.83
5835,HP,67478,707508,4.59
5836,ASUS,432363,819536,1.17
5837,Microsoft,388129,183051,3.44
5838,Infinix,238845,397079,4.9
5839,Gigabyte,194662,609236,3.68
5840,LG,17914,562547,2.14
5841,ASUS,169349,690861,4.41
5842,Microsoft,130693,913828,1.52
5843,Xiaomi,427622,148854,4.11
5844,Microsoft,253891,943133,4.09
5845,iBall,287711,300676,4.86
5846,Primebook,585990,809310,2.77
5847,Wings,516074,5540,3.28
5848,Lenovo,548942,227458,3.33
5849,Microsoft,290059,22068,1.54
5850,ASUS,404521,173802,2.36
5851,Apple,36505,695375,1.51
5852,Lenovo,447486,344853,1.87
5853,Fujitsu,38683,428627,3.29
5854,Huawei,157232,303637,1.5
5855,Colorful,127429,722221,4.59
5856,Walker,379244,929212,4.88
5857,LG,52030,213696,2.01
5858,Jio,248471,426483,3.69
5859,Colorful,317631,182805,2.72
5860,Asus,304524,753028,3.9
5861,Ninkear,86162,824279,4.99
5862,Ninkear,383285,88585,3.24
5863,Avita,518849,868017,3.23
5864,HP,418878,371134,2.63
5865,iBall,557900,714992,2.01
5866,Infinix,523165,624715,3.65
5867,LG,257301,50502,3.28
5868,Acer,543974,211131,3.23
5869,Infinix,577816,201460,3.68
5870,Lenovo,247822,805680,1.76
5871,Honor,253138,204338,2.85
5872,Colorful,503016,923192,2.1
5873,Avita,67002,986735,4.58
5874,Razer,126154,11061,2.98
5875,Ultimus,108193,404201,3.33
5876,Chuwi,292227,776382,3.51
5877,Samsung,199979,964712,1.42
5878,Ninkear,512152,582262,1.64
5879,Ninkear,547025,381929,1.13
5880,Fujitsu,430636,331456,4.09
5881,Asus,407059,401653,4.38
5882,Huawei,409530,127570,4.32
5883,Chuwi,50208,877077,1.39
5884,Chuwi,56879,866053,2.62
5885,Colorful,499662,677470,1.02
5886,Lenovo,14924,737801,2.95
5887,Samsung,36668,806044,4.46
5888,Samsung,107016,783886,3.89
5889,ASUS,339877,493429,2.92
5890,Huawei,509942,637251,2.99
5891,iBall,449931,77825,1.13
5892,Apple,507978,480863,4.42
5893,Apple,227377,409459,3.71
5894,ASUS,227989,523407,4.83
5895,MSI,575598,793383,4.6
5896,LG,264154,967454,1.87
5897,Avita,451584,120082,2.69
5898,Honor,494170,934501,1.81
5899,Jio,504594,261540,3.64
5900,ASUS,366627,776496,2.06
5901,Ninkear,491604,711398,4.11
5902,Tecno,402466,877531,3.59
5903,Primebook,424114,911977,3.2
5904,Zebronics,408596,896736,3.35
5905,Primebook,44314,57469,2.63
5906,iBall,539056,979864,2.52
5907,Xiaomi,324053,551517,4.98
5908,Dell,253254,303319,2.45
5909,Honor,522499,834061,1.79
5910,LG,205377,184123,1.43
5911,Acer,396250,521810,2.83
5912,AXL,84367,127178,2.95
5913,HP,250360,565640,3.07
5914,iBall,298446,595978,1.75
5915,Jio,304045,410373,4.27
5916,AXL,355499,223456,2.36
5917,Xiaomi,593027,782087,1.34
5918,Gigabyte,185907,556541,3.32
5919,Huawei,82727,643788,3.84
5920,AXL,553352,71911,1.28
5921,Ultimus,448437,909156,2.56
5922,Zebronics,447611,934887,3.57
5923,AXL,389778,990902,1.35
5924,Ninkear,504690,502397,2.29
5925,MSI,48976,828524,3.18
5926,Walker,141962,293498,3.84
5927,Zebronics,500412,440392,3.51
5928,Samsung,38816,184104,3.98
5929,Gigabyte,356882,342003,1.58
5930,Primebook,423109,33054,3.9
5931,Samsung,91414,34070,1.53
5932,MSI,472696,462243,3.84
5933,HP,229309,93000,4.95
5934,Wings,566325,998321,1.13
5935,Razer,346742,766090,2.33
5936,LG,521776,76151,1.73
5937,Gigabyte,315902,564522,3.69
5938,Xiaomi,404318,632376,3.62
5939,Chuwi,549595,652233,4.47
5940,Walker,59201,520860,2.36
5941,Asus,451525,435133,4.46
5942,Acer,316697,531245,1.45
5943,Walker,151871,401137,1.39
5944,Wings,325952,421501,1.07
5945,Xiaomi,506343,617391,3.7
5946,Walker,254797,442372,3.89
5947,AXL,247454,710360,2.88
5948,Ultimus,433699,228328,2.19
5949,Razer,344757,973075,3.73
5950,Acer,193843,929568,1.2
5951,Acer,210683,281430,4.33
5952,Primebook,427710,309299,3.77
5953,Infinix,328105,673799,2.87
5954,Gigabyte,65770,680352,3.35
5955,ASUS,515050,246721,3.93
5956,Colorful,474521,537512,1.59
5957,Avita,362496,359039,4.69
5958,Asus,332073,105393,4.2
5959,HP,314100,919769,4.92
5960,Gigabyte,374965,885499,3.27
5961,Infinix,456631,105494,2.99
5962,Colorful,368426,618901,2.52
5963,iBall,505225,947858,4.62
5964,Acer,287344,309227,4.32
5965,Gigabyte,277536,339599,1.09
5966,Xiaomi,421100,159946,4.52
5967,AXL,442732,135523,3.46
5968,Jio,434374,148386,2.89
5969,Infinix,465376,48889,1.1
5970,Lenovo,225041,163261,2.23
5971,Xiaomi,500095,803612,1.9
5972,Infinix,84860,734333,4.84
5973,LG,246327,13498,2.61
5974,Xiaomi,47851,730767,1.17
5975,Jio,184395,914224,4.34
5976,Apple,496181,314108,1.14
5977,Gigabyte,21094,577469,1.06
5978,Acer,517802,686524,2.52
5979,Fujitsu,33628,916063,3.59
5980,Primebook,138075,714355,3.75
5981,Ultimus,335352,726985,3.47
5982,Fujitsu,329127,378337,3.13
5983,MSI,258438,967795,2.98
5984,Gigabyte,353352,466963,2.99
5985,Lenovo,249619,748787,2.39
5986,Chuwi,513797,738104,4.11
5987,Fujitsu,168236,864199,4.27
5988,Microsoft,521321,415320,3.26
5989,Razer,52798,207063,4.49
5990,Acer,125589,939049,2.76
5991,Dell,500990,736122,4.9
5992,Acer,357337,494841,1.32
5993,Huawei,255679,461896,4.06
5994,Microsoft,353126,870347,2.1
5995,Honor,574332,111618,2.3
5996,Zebronics,252328,307986,2.28
5997,Fujitsu,325192,130402,1.45
5998,Walker,596254,437363,4.57
5999,Acer,175845,495024,4.99
6000,Ultimus,398946,552425,4.82
6001,Ultimus,289054,928965,2.95
6002,Jio,491124,122635,1.87
6003,Huawei,408560,714613,4.61
6004,HP,240587,612201,2.58
6005,Fujitsu,280127,221197,1.81
6006,ASUS,563966,899797,2.95
6007,Chuwi,234698,975625,2.95
6008,Fujitsu,308763,260146,2.03
6009,Gigabyte,176821,298247,1.3
6010,Microsoft,166215,899000,4.13
6011,MSI,440885,385517,4.19
6012,Honor,62024,880626,4.79
6013,Tecno,469230,240363,2.53
6014,Microsoft,32597,787149,3.68
6015,Wings,67422,915711,3.82
6016,Ultimus,542106,703728,1.16
6017,Colorful,436972,173613,1.08
6018,Huawei,116240,205111,2.79
6019,Jio,535287,56878,2.64
6020,Samsung,584157,275052,2.32
6021,Walker,74651,224237,4.7
6022,Colorful,427548,955753,2.05
6023,Asus,166460,278246,4.41
6024,Acer,285814,621557,1.75
6025,Huawei,370748,891284,2.19
6026,Wings,136230,820941,4.17
6027,Tecno,183021,262108,3.94
6028,HP,354860,103082,4.08
6029,AXL,108781,663512,3.52
6030,Avita,106637,26166,2.82
6031,Zebronics,539734,578434,2.26
6032,AXL,243600,577791,1.04
6033,Dell,77243,629249,1.16
6034,Ultimus,339041,835537,2.18
6035,Apple,410580,266647,3.05
6036,Zebronics,170274,409077,3.81
6037,Colorful,401066,326355,2.14
6038,Primebook,324199,646208,4.37
6039,Walker,390281,499960,1.28
6040,iBall,586995,277533,2.04
6041,HP,452697,310543,3.12
6042,Razer,489617,247859,2.97
6043,Wings,268265,936614,4.1
6044,Huawei,551446,109736,1.03
6045,Wings,80289,309952,4.55
6046,Acer,471867,478500,4.14
6047,Colorful,423893,894733,4.79
6048,HP,273547,531080,4.14
6049,Jio,416408,325612,3.72
6050,Acer,474848,888095,3.4
6051,Fujitsu,544332,211886,2.23
6052,Zebronics,563992,132392,3.5
6053,Apple,62441,940323,4.61
6054,Ultimus,297642,881766,2.13
6055,ASUS,446653,772535,1.38
6056,Walker,594274,709592,1.56
6057,Ultimus,565103,539886,4.22
6058,Zebronics,154428,69395,1.01
6059,Ninkear,16015,811425,3.93
6060,Apple,383830,87674,4.4
6061,Huawei,344494,195201,2.48
6062,Asus,444232,434167,4.65
6063,HP,495474,744023,2.92
6064,Tecno,153512,206574,1.03
6065,Infinix,563616,328786,4.39
6066,MSI,571894,962457,3.7
6067,Wings,494865,408389,4.93
6068,Acer,380194,207736,4.39
6069,MSI,136698,764180,2.37
6070,Huawei,469532,380103,2.91
6071,Tecno,35830,657533,4.9
6072,Asus,273524,443548,4.19
6073,Ultimus,10314,425136,3.87
6074,Walker,310097,517876,1.08
6075,Chuwi,77538,458589,3.02
6076,Primebook,447470,281295,1.87
6077,Asus,40038,203007,4.26
6078,Ultimus,228362,510485,4.1
6079,Apple,541948,366082,2.21
6080,MSI,582586,678241,1.03
6081,Primebook,248774,719339,2.74
6082,Ultimus,40354,40049,3.97
6083,Ninkear,544409,423562,1.09
6084,Avita,589513,483172,2.26
6085,LG,357075,520151,4.83
6086,Fujitsu,454760,843949,4.13
6087,Microsoft,223759,561358,4.83
6088,Apple,526307,858594,2.53
6089,Jio,233336,699602,1.75
6090,Tecno,26969,803271,4.61
6091,Acer,451566,96633,2.47
6092,Acer,12361,901136,1.68
6093,Asus,264379,803663,3.99
6094,Avita,12352,943885,3.66
6095,Microsoft,493459,287901,4.69
6096,Walker,99394,417217,1.84
6097,AXL,131040,678902,1.61
6098,Avita,466746,315601,3.91
6099,Dell,296225,978696,4.63
6100,MSI,443122,940299,3.7
6101,Jio,527038,226798,1.67
6102,Tecno,522343,952480,3.19
6103,Asus,560649,34980,2.69
6104,Ninkear,291190,55949,1.34
6105,Wings,357064,809544,1.96
6106,Walker,592110,760397,3.01
6107,Gigabyte,118906,826569,3.08
6108,ASUS,538126,471198,2.93
6109,Fujitsu,259457,229306,3.85
6110,HP,26824,625692,1.43
6111,Asus,537030,835597,2.44
6112,Colorful,231582,508123,4.17
6113,Acer,58384,851306,4.02
6114,Gigabyte,525991,278967,1.94
6115,Samsung,78498,656544,4.68
6116,Jio,43769,650653,4.27
6117,iBall,213512,602176,1.75
6118,Colorful,352456,735101,3.82
6119,Samsung,357781,259751,4.68
6120,Samsung,416915,407859,3.78
6121,ASUS,176498,311428,3.67
6122,ASUS,466201,487334,3.84
6123,Apple,397270,993803,1.88
6124,Avita,266673,756973,3.69
6125,Infinix,80165,153548,4.28
